DATE,T2M,T2MDEW,PRECTOTCORR,WS10M,PS
2014-04-01,29.84,16.88,0.13,2.37,94.81
2014-04-02,30.27,17.08,0.05,1.71,94.75
2014-04-03,30.22,11.39,0.0,2.57,94.82
2014-04-04,29.79,11.01,0.0,2.39,94.96
2014-04-05,30.02,13.8,0.0,2.5,95.0
2014-04-06,29.98,16.09,0.49,2.69,95.06
2014-04-07,29.07,17.96,1.56,1.66,95.14
2014-04-08,26.66,20.84,5.63,2.79,95.15
2014-04-09,27.11,19.41,1.32,2.37,95.07
2014-04-10,28.62,18.27,0.08,2.33,95.03
2014-04-11,27.73,19.34,1.28,3.19,95.03
2014-04-12,28.63,18.98,1.71,2.22,94.89
2014-04-13,29.04,19.05,0.26,1.74,94.93
2014-04-14,28.85,19.44,1.54,1.59,95.04
2014-04-15,29.24,19.04,0.34,1.74,95.05
2014-04-16,27.96,19.42,0.29,2.44,94.99
2014-04-17,28.69,19.16,0.06,2.91,94.86
2014-04-18,29.96,18.28,0.4,2.25,94.93
2014-04-19,29.75,19.4,0.4,1.88,94.94
2014-04-20,28.76,18.52,0.19,1.07,94.85
2014-04-21,29.69,16.34,0.0,1.34,94.86
2014-04-22,30.0,15.63,0.45,2.09,95.0
2014-04-23,29.48,19.15,1.38,2.32,94.98
2014-04-24,28.14,20.89,1.62,2.52,94.89
2014-04-25,28.58,20.76,0.22,2.99,94.89
2014-04-26,30.09,20.22,0.36,2.3,94.83
2014-04-27,29.13,20.52,0.09,1.78,94.88
2014-04-28,28.53,20.62,0.0,2.16,94.95
2014-04-29,28.6,20.1,0.57,2.14,94.9
2014-04-30,29.03,19.12,1.75,1.95,94.89
2014-05-01,27.78,20.22,5.68,2.27,94.89
2014-05-02,28.06,21.35,10.45,1.26,94.79
2014-05-03,28.43,20.75,3.41,1.02,94.77
2014-05-04,27.54,21.17,4.28,1.38,94.7
2014-05-05,27.95,20.5,1.3,1.93,94.75
2014-05-06,25.68,21.29,20.43,3.74,94.87
2014-05-07,24.33,21.56,32.71,4.83,94.69
2014-05-08,24.73,22.16,44.66,5.49,94.63
2014-05-09,24.86,22.35,4.57,3.6,94.71
2014-05-10,25.65,22.48,0.24,3.09,94.77
2014-05-11,26.41,22.19,11.89,2.29,94.91
2014-05-12,25.93,22.63,4.29,2.12,94.94
2014-05-13,24.36,22.17,1.64,1.86,94.97
2014-05-14,25.15,21.77,0.26,2.5,94.93
2014-05-15,25.3,21.0,0.0,2.81,94.83
2014-05-16,25.62,20.02,0.04,3.5,94.81
2014-05-17,25.96,20.99,0.24,3.35,94.88
2014-05-18,26.73,21.34,0.01,1.83,94.86
2014-05-19,27.08,22.91,4.27,2.47,94.85
2014-05-20,25.72,22.41,3.44,2.63,94.88
2014-05-21,25.56,19.42,1.96,3.26,94.83
2014-05-22,26.42,21.81,1.35,3.82,94.75
2014-05-23,26.25,22.75,2.37,3.71,94.72
2014-05-24,25.75,23.07,12.71,3.81,94.69
2014-05-25,24.63,20.9,1.99,3.11,94.82
2014-05-26,25.86,21.57,0.8,3.02,94.8
2014-05-27,26.68,21.39,0.11,3.0,94.77
2014-05-28,26.49,22.58,8.58,2.71,94.85
2014-05-29,25.52,22.38,3.76,3.23,94.92
2014-05-30,26.02,22.32,0.33,3.31,94.82
2014-05-31,26.5,22.88,3.66,3.37,94.67
2014-06-01,26.65,23.02,1.72,3.53,94.63
2014-06-02,25.08,22.9,8.55,3.57,94.69
2014-06-03,24.81,22.05,2.13,2.65,94.64
2014-06-04,25.49,21.57,1.01,3.57,94.58
2014-06-05,25.68,22.3,3.5,3.88,94.52
2014-06-06,25.24,22.68,8.92,4.73,94.56
2014-06-07,24.59,21.92,7.34,6.25,94.55
2014-06-08,25.3,21.86,6.48,6.13,94.49
2014-06-09,25.07,21.85,4.1,6.13,94.51
2014-06-10,24.67,22.41,9.59,6.23,94.6
2014-06-11,24.88,21.88,6.87,6.17,94.67
2014-06-12,24.52,21.48,6.94,5.63,94.67
2014-06-13,24.59,21.04,3.33,4.72,94.68
2014-06-14,24.99,21.74,1.42,4.56,94.76
2014-06-15,24.85,20.37,0.68,4.49,94.8
2014-06-16,24.43,21.82,2.53,4.84,94.78
2014-06-17,24.65,21.62,4.19,5.56,94.74
2014-06-18,24.96,22.01,5.14,6.31,94.63
2014-06-19,25.24,22.04,3.57,6.49,94.64
2014-06-20,25.07,22.28,1.19,6.21,94.74
2014-06-21,24.68,21.88,5.48,6.79,94.94
2014-06-22,25.24,20.78,1.81,5.55,95.02
2014-06-23,25.24,21.65,1.15,4.74,94.93
2014-06-24,25.33,21.78,1.48,4.66,94.72
2014-06-25,25.23,21.29,0.49,4.77,94.71
2014-06-26,26.01,21.26,0.05,3.64,94.81
2014-06-27,25.74,22.02,0.0,2.57,94.88
2014-06-28,25.49,22.42,1.33,2.72,94.88
2014-06-29,25.59,21.65,1.21,3.79,94.82
2014-06-30,24.58,21.48,9.28,4.19,94.79
2014-07-01,24.46,22.41,5.61,3.86,94.88
2014-07-02,24.31,21.11,0.66,3.6,94.91
2014-07-03,25.35,21.09,0.09,4.32,94.72
2014-07-04,25.5,21.32,1.18,4.39,94.62
2014-07-05,24.91,22.02,3.59,4.74,94.65
2014-07-06,24.09,20.39,0.65,3.93,94.8
2014-07-07,23.27,19.6,2.32,4.67,94.83
2014-07-08,23.48,18.97,0.84,5.23,94.76
2014-07-09,23.91,19.73,8.5,5.39,94.76
2014-07-10,23.72,20.35,10.78,6.01,94.86
2014-07-11,24.17,21.35,4.63,5.97,94.88
2014-07-12,24.39,21.24,4.94,6.99,94.77
2014-07-13,23.5,20.7,15.86,6.97,94.72
2014-07-14,23.92,21.11,11.55,6.65,94.71
2014-07-15,23.64,21.55,16.94,5.67,94.69
2014-07-16,23.72,21.18,4.85,5.81,94.76
2014-07-17,24.01,21.28,0.79,5.53,94.75
2014-07-18,24.34,20.99,2.91,5.55,94.77
2014-07-19,23.84,21.36,6.59,6.12,94.83
2014-07-20,24.15,21.52,9.56,6.41,94.83
2014-07-21,23.83,21.25,8.42,6.13,94.82
2014-07-22,23.18,20.82,9.48,6.51,94.85
2014-07-23,22.8,20.5,13.28,6.85,94.9
2014-07-24,23.01,20.28,7.69,5.31,94.92
2014-07-25,23.31,20.81,4.74,5.53,94.97
2014-07-26,23.79,21.33,6.1,4.75,95.03
2014-07-27,23.6,21.66,3.66,5.05,95.05
2014-07-28,23.56,21.26,1.99,5.59,94.9
2014-07-29,23.72,21.0,0.84,5.33,94.83
2014-07-30,23.8,20.87,3.07,6.23,94.83
2014-07-31,23.7,21.02,14.92,6.25,94.78
2014-08-01,24.12,21.65,19.41,6.54,94.77
2014-08-02,23.89,21.4,6.49,5.69,94.83
2014-08-03,23.55,21.66,7.17,5.87,94.82
2014-08-04,22.98,20.8,6.5,6.11,94.76
2014-08-05,23.07,20.94,8.14,6.1,94.78
2014-08-06,22.94,20.49,5.5,5.2,94.88
2014-08-07,22.92,20.73,3.52,4.5,94.87
2014-08-08,22.99,20.45,5.56,4.83,94.86
2014-08-09,22.65,20.51,4.3,3.74,94.96
2014-08-10,23.11,20.48,2.37,4.4,94.99
2014-08-11,22.55,20.81,24.55,4.57,94.93
2014-08-12,22.64,20.82,3.41,3.69,94.89
2014-08-13,22.84,20.52,0.7,3.97,94.96
2014-08-14,22.96,20.61,0.63,3.74,94.98
2014-08-15,22.98,20.52,1.44,3.08,95.0
2014-08-16,23.53,20.33,2.15,3.24,94.97
2014-08-17,23.35,20.88,5.58,3.03,94.93
2014-08-18,24.31,21.0,8.88,1.99,94.92
2014-08-19,23.29,21.09,2.7,1.39,94.95
2014-08-20,24.35,21.84,6.37,2.28,94.77
2014-08-21,24.22,22.31,9.17,2.75,94.56
2014-08-22,24.35,22.09,22.89,1.01,94.49
2014-08-23,23.35,22.08,16.34,3.65,94.6
2014-08-24,23.47,21.6,1.15,3.95,94.8
2014-08-25,23.38,21.24,0.82,3.74,94.94
2014-08-26,23.34,20.83,0.56,4.3,94.94
2014-08-27,22.82,20.67,3.93,4.6,94.84
2014-08-28,22.95,20.72,4.03,5.04,94.74
2014-08-29,23.1,20.71,7.36,5.59,94.65
2014-08-30,22.72,20.13,10.19,6.25,94.7
2014-08-31,22.76,20.46,11.79,5.94,94.6
2014-09-01,23.65,21.46,10.41,5.54,94.6
2014-09-02,23.21,21.41,5.02,4.16,94.78
2014-09-03,23.14,20.83,3.41,4.67,94.96
2014-09-04,23.17,20.95,1.67,3.55,94.99
2014-09-05,22.82,20.4,3.59,4.16,95.0
2014-09-06,22.97,20.57,2.46,4.56,94.9
2014-09-07,23.08,21.18,2.1,4.51,94.9
2014-09-08,23.48,20.98,2.39,4.45,94.97
2014-09-09,23.73,20.96,0.96,4.27,94.99
2014-09-10,24.0,20.93,0.13,3.61,94.93
2014-09-11,23.91,20.55,0.05,3.35,94.98
2014-09-12,23.95,20.68,1.84,3.06,95.03
2014-09-13,24.41,21.06,1.49,3.37,94.96
2014-09-14,24.11,21.4,5.87,3.78,94.88
2014-09-15,23.8,21.08,1.29,3.81,94.81
2014-09-16,23.37,20.97,0.68,3.73,94.75
2014-09-17,23.82,20.8,0.14,4.18,94.69
2014-09-18,23.69,20.74,0.67,4.11,94.8
2014-09-19,24.4,21.01,0.81,3.61,94.83
2014-09-20,24.07,20.72,0.22,3.75,94.79
2014-09-21,24.8,21.1,0.09,2.64,94.81
2014-09-22,24.16,21.7,4.2,1.69,94.89
2014-09-23,25.23,22.36,15.53,1.42,94.81
2014-09-24,24.92,22.97,8.63,1.18,94.76
2014-09-25,25.41,22.32,18.0,1.78,94.84
2014-09-26,25.03,22.45,5.95,1.08,94.97
2014-09-27,24.61,21.34,12.11,2.56,95.02
2014-09-28,24.75,21.38,9.54,2.09,95.03
2014-09-29,24.72,21.85,7.74,1.69,95.01
2014-09-30,24.69,21.93,4.78,1.26,95.0
2014-10-01,25.09,21.82,0.46,1.04,95.02
2014-10-02,24.88,21.17,0.03,1.57,95.04
2014-10-03,24.84,21.33,0.07,1.34,95.02
2014-10-04,24.22,21.72,3.48,2.08,95.07
2014-10-05,23.59,21.6,6.73,2.35,95.12
2014-10-06,23.54,21.51,3.04,2.87,95.07
2014-10-07,23.34,21.1,9.36,2.5,94.94
2014-10-08,23.44,21.14,4.92,2.8,94.9
2014-10-09,23.81,21.88,10.85,2.34,94.87
2014-10-10,23.76,22.18,5.8,3.81,94.81
2014-10-11,21.32,19.22,3.13,4.01,94.85
2014-10-12,22.67,20.52,2.43,3.57,94.71
2014-10-13,24.43,22.02,0.32,2.4,94.75
2014-10-14,24.33,22.07,4.2,0.84,94.88
2014-10-15,24.18,22.08,11.17,1.37,95.01
2014-10-16,23.89,20.0,5.3,3.09,95.06
2014-10-17,23.55,18.98,18.88,1.88,95.12
2014-10-18,22.79,20.55,27.53,2.22,95.03
2014-10-19,22.41,20.12,13.15,2.69,95.0
2014-10-20,22.23,19.58,6.38,3.19,95.03
2014-10-21,21.35,19.4,7.52,3.21,95.17
2014-10-22,22.96,20.26,4.91,2.64,95.21
2014-10-23,23.24,21.13,6.94,2.49,95.13
2014-10-24,22.08,20.91,10.0,1.62,95.05
2014-10-25,22.47,21.44,12.98,1.41,95.07
2014-10-26,23.27,20.79,7.22,1.26,95.19
2014-10-27,23.77,21.25,13.43,0.92,95.18
2014-10-28,23.44,21.08,7.95,1.63,95.1
2014-10-29,23.14,20.97,5.1,1.97,95.05
2014-10-30,22.79,20.56,1.96,2.31,95.02
2014-10-31,23.05,19.88,0.02,1.24,95.01
2014-11-01,22.86,19.72,12.79,1.32,95.03
2014-11-02,23.17,19.98,6.02,1.77,95.11
2014-11-03,23.33,19.32,7.96,1.08,95.11
2014-11-04,22.78,19.35,2.11,1.09,95.14
2014-11-05,22.8,18.56,0.0,1.84,95.2
2014-11-06,23.03,16.87,0.0,1.45,95.1
2014-11-07,23.5,17.09,0.0,0.94,95.06
2014-11-08,23.28,19.95,0.0,1.31,95.08
2014-11-09,23.33,21.01,0.04,1.81,95.1
2014-11-10,23.94,20.43,0.82,1.35,95.03
2014-11-11,23.62,21.08,4.16,2.74,94.99
2014-11-12,22.81,20.58,4.84,2.87,94.97
2014-11-13,23.01,20.9,21.04,2.5,94.98
2014-11-14,22.65,21.34,8.21,3.23,95.17
2014-11-15,23.32,21.21,1.01,3.35,95.14
2014-11-16,22.49,19.76,0.94,3.12,95.09
2014-11-17,21.88,18.73,0.2,3.62,95.11
2014-11-18,21.51,18.87,0.05,3.94,95.2
2014-11-19,22.53,19.85,0.06,4.01,95.2
2014-11-20,21.93,18.94,0.15,3.7,95.14
2014-11-21,20.88,18.61,0.51,3.0,95.14
2014-11-22,22.03,19.38,2.65,2.4,95.11
2014-11-23,22.21,19.88,1.21,3.23,95.07
2014-11-24,22.02,18.99,1.17,3.54,95.07
2014-11-25,20.82,16.82,0.0,3.35,95.07
2014-11-26,21.33,17.47,0.0,2.91,94.9
2014-11-27,21.54,17.95,0.37,2.55,94.94
2014-11-28,21.52,17.67,0.58,1.77,95.02
2014-11-29,20.51,14.55,0.56,1.32,95.07
2014-11-30,20.89,16.06,0.09,3.26,94.99
2014-12-01,21.05,18.19,1.64,3.91,95.02
2014-12-02,22.14,19.02,0.37,2.96,95.12
2014-12-03,22.39,16.54,0.0,1.91,95.15
2014-12-04,20.3,15.05,0.0,2.62,95.19
2014-12-05,20.14,15.5,0.0,2.75,95.21
2014-12-06,20.51,15.48,0.0,2.71,95.18
2014-12-07,22.38,18.68,0.0,2.19,95.12
2014-12-08,23.42,19.94,0.06,2.48,95.15
2014-12-09,23.33,19.85,0.79,2.62,95.21
2014-12-10,22.95,20.33,6.28,2.88,95.16
2014-12-11,22.52,19.39,1.73,2.69,95.15
2014-12-12,22.6,19.68,2.2,2.85,95.18
2014-12-13,22.16,19.55,0.49,2.81,95.22
2014-12-14,23.31,20.09,0.02,2.89,95.2
2014-12-15,22.8,18.61,0.08,2.2,95.19
2014-12-16,23.23,19.54,0.81,3.64,95.17
2014-12-17,22.53,18.75,0.84,4.32,95.17
2014-12-18,22.39,19.28,0.8,5.18,95.22
2014-12-19,22.69,19.29,0.28,5.14,95.32
2014-12-20,21.69,17.47,0.04,3.84,95.26
2014-12-21,22.47,17.67,0.0,2.78,95.09
2014-12-22,22.5,17.01,0.0,2.84,95.06
2014-12-23,23.4,18.5,0.0,2.32,95.11
2014-12-24,23.11,18.52,0.0,2.93,95.24
2014-12-25,23.33,17.09,0.0,2.18,95.24
2014-12-26,21.19,13.37,0.0,2.32,95.1
2014-12-27,21.33,13.99,0.02,2.47,95.07
2014-12-28,21.12,16.9,0.1,2.49,95.1
2014-12-29,23.68,18.76,0.49,1.37,94.91
2014-12-30,24.77,19.82,0.25,1.48,94.75
2014-12-31,24.69,20.54,1.17,1.1,94.71
2015-01-01,23.96,19.45,1.35,2.35,94.84
2015-01-02,22.96,17.1,0.0,2.16,95.08
2015-01-03,23.32,16.6,0.0,1.39,95.19
2015-01-04,23.95,17.55,0.0,1.23,95.18
2015-01-05,23.61,17.37,0.0,2.11,95.17
2015-01-06,23.32,17.09,0.0,1.85,95.22
2015-01-07,23.56,16.81,0.0,1.43,95.17
2015-01-08,23.67,18.24,0.0,1.31,95.19
2015-01-09,23.27,17.69,0.0,2.47,95.29
2015-01-10,22.59,15.29,0.0,2.66,95.3
2015-01-11,20.17,10.08,0.0,3.29,95.32
2015-01-12,20.32,11.44,0.0,2.72,95.27
2015-01-13,20.31,11.69,0.0,2.49,95.19
2015-01-14,20.53,12.46,0.0,2.22,95.17
2015-01-15,20.89,12.79,0.0,2.17,95.19
2015-01-16,21.67,14.54,0.0,2.46,95.22
2015-01-17,22.93,16.45,0.0,2.78,95.27
2015-01-18,22.71,15.92,0.0,2.85,95.3
2015-01-19,22.31,15.05,0.0,2.9,95.27
2015-01-20,21.9,15.21,0.0,2.75,95.4
2015-01-21,21.5,14.88,0.02,3.06,95.53
2015-01-22,21.24,12.2,0.14,2.85,95.51
2015-01-23,23.15,16.75,0.06,2.85,95.29
2015-01-24,23.75,17.35,0.08,3.34,95.28
2015-01-25,23.73,15.21,0.0,3.45,95.37
2015-01-26,22.22,13.55,0.0,3.52,95.3
2015-01-27,22.98,15.17,0.0,3.85,95.18
2015-01-28,23.8,16.35,0.0,3.19,95.07
2015-01-29,24.59,16.57,0.0,2.4,95.16
2015-01-30,24.26,16.85,0.0,2.94,95.32
2015-01-31,23.82,13.83,0.0,3.85,95.33
2015-02-01,23.41,14.38,0.0,3.11,95.31
2015-02-02,23.17,12.87,0.0,4.42,95.38
2015-02-03,22.95,13.26,0.0,4.53,95.53
2015-02-04,23.61,13.95,0.0,4.48,95.47
2015-02-05,24.35,13.8,0.0,3.42,95.31
2015-02-06,24.1,11.69,0.0,3.21,95.29
2015-02-07,24.2,12.67,0.07,2.77,95.27
2015-02-08,24.09,12.6,0.0,2.29,95.2
2015-02-09,24.09,11.3,0.0,3.7,95.21
2015-02-10,23.67,12.64,0.0,3.44,95.27
2015-02-11,25.14,13.56,0.0,2.48,95.18
2015-02-12,25.82,15.05,0.08,2.95,95.15
2015-02-13,26.18,14.88,0.09,2.38,95.17
2015-02-14,26.32,14.05,0.01,2.07,95.06
2015-02-15,25.96,11.69,0.0,2.27,95.09
2015-02-16,24.86,10.11,0.0,2.94,95.22
2015-02-17,25.23,10.28,0.0,1.97,95.18
2015-02-18,25.15,9.11,0.0,2.03,95.13
2015-02-19,25.43,10.5,0.0,2.03,95.1
2015-02-20,24.33,8.81,0.0,3.66,95.15
2015-02-21,23.86,9.52,0.0,4.08,95.16
2015-02-22,24.41,9.27,0.0,4.24,95.2
2015-02-23,23.99,7.25,0.0,3.74,95.24
2015-02-24,24.72,6.64,0.0,2.47,95.13
2015-02-25,26.09,11.48,0.0,2.06,95.0
2015-02-26,27.16,16.32,0.0,1.98,94.89
2015-02-27,27.71,17.3,0.0,1.77,94.92
2015-02-28,27.04,18.12,0.17,1.91,94.95
2015-03-01,26.35,18.66,0.18,1.81,94.97
2015-03-02,27.5,18.07,0.64,2.01,95.09
2015-03-03,27.03,18.71,1.55,1.5,95.06
2015-03-04,26.52,18.28,0.96,1.84,95.08
2015-03-05,28.38,16.58,0.0,1.61,95.07
2015-03-06,28.07,18.08,6.0,1.61,95.2
2015-03-07,26.8,19.25,3.26,1.88,95.18
2015-03-08,26.61,17.8,1.9,2.52,95.24
2015-03-09,25.84,17.12,0.57,2.23,95.33
2015-03-10,25.9,13.63,0.11,3.1,95.29
2015-03-11,25.63,12.65,0.0,3.47,95.24
2015-03-12,27.0,15.14,0.0,3.75,95.24
2015-03-13,27.36,15.07,0.0,3.55,95.2
2015-03-14,26.9,16.01,0.51,3.29,95.28
2015-03-15,26.78,18.91,4.68,2.76,95.27
2015-03-16,25.69,19.77,6.34,2.13,95.29
2015-03-17,25.91,15.56,0.35,2.17,95.21
2015-03-18,26.84,14.18,0.0,1.48,95.06
2015-03-19,26.49,14.13,0.0,1.74,95.09
2015-03-20,26.36,11.05,0.0,2.97,95.18
2015-03-21,26.6,11.45,0.0,3.28,95.28
2015-03-22,27.37,10.29,0.0,2.56,95.2
2015-03-23,28.65,16.18,0.0,1.88,95.04
2015-03-24,29.35,16.5,0.0,2.07,94.94
2015-03-25,28.78,14.61,0.0,2.07,95.03
2015-03-26,27.71,12.95,0.0,3.18,95.18
2015-03-27,27.67,11.47,0.0,2.59,95.2
2015-03-28,27.81,11.05,0.0,2.32,95.09
2015-03-29,28.59,15.33,0.0,2.04,94.99
2015-03-30,29.2,16.16,0.01,1.87,94.95
2015-03-31,27.72,18.41,0.79,0.67,95.03
2015-04-01,28.17,18.95,2.25,1.42,95.0
2015-04-02,28.28,19.57,0.89,2.17,94.95
2015-04-03,28.31,20.07,1.04,3.18,94.81
2015-04-04,29.66,19.77,0.44,1.87,94.6
2015-04-05,28.65,19.94,0.0,1.76,94.69
2015-04-06,28.27,20.12,0.57,2.27,94.77
2015-04-07,29.25,19.59,1.7,1.93,94.79
2015-04-08,27.23,19.37,1.13,1.75,94.96
2015-04-09,28.53,15.67,2.15,1.94,94.99
2015-04-10,27.95,19.68,4.13,1.52,95.05
2015-04-11,26.72,20.19,0.97,2.01,95.11
2015-04-12,26.26,19.29,3.2,1.36,95.21
2015-04-13,24.79,20.22,5.74,1.13,95.19
2015-04-14,25.48,20.0,5.81,1.3,95.01
2015-04-15,25.52,21.11,14.49,0.74,95.02
2015-04-16,25.45,20.58,6.77,2.19,95.19
2015-04-17,25.84,19.85,5.27,1.41,95.08
2015-04-18,27.0,19.58,2.14,1.47,94.86
2015-04-19,26.63,20.74,0.5,1.32,94.89
2015-04-20,28.17,20.15,0.44,1.89,94.95
2015-04-21,27.46,20.52,6.03,2.12,95.0
2015-04-22,26.02,21.02,6.91,0.86,95.01
2015-04-23,26.03,21.19,6.61,2.44,95.02
2015-04-24,26.87,21.02,5.31,1.34,95.02
2015-04-25,24.98,20.61,11.13,1.87,95.0
2015-04-26,26.9,19.1,3.18,1.51,94.96
2015-04-27,27.27,19.78,0.18,1.89,95.04
2015-04-28,27.82,19.9,0.0,1.55,95.02
2015-04-29,28.25,20.59,0.56,1.75,94.98
2015-04-30,26.57,21.47,0.89,2.35,95.08
2015-05-01,27.67,20.52,2.02,2.09,94.97
2015-05-02,26.72,20.8,1.11,2.69,94.96
2015-05-03,26.93,20.36,0.2,1.37,94.94
2015-05-04,26.91,21.17,3.5,1.23,94.93
2015-05-05,27.02,20.76,0.99,0.89,94.88
2015-05-06,26.32,21.45,1.18,1.03,94.84
2015-05-07,26.52,21.83,14.53,1.18,94.93
2015-05-08,26.24,22.56,7.94,2.21,94.87
2015-05-09,25.86,22.33,2.81,2.8,94.78
2015-05-10,26.38,21.01,2.29,1.81,94.79
2015-05-11,25.61,20.0,4.1,2.05,94.94
2015-05-12,26.11,19.2,13.94,1.52,94.89
2015-05-13,25.27,20.75,12.63,2.09,94.81
2015-05-14,25.53,20.58,4.62,1.12,94.78
2015-05-15,25.7,22.74,29.78,0.76,94.81
2015-05-16,25.04,22.68,9.01,2.04,94.74
2015-05-17,24.38,22.0,8.26,2.87,94.71
2015-05-18,24.94,21.33,2.28,2.92,94.81
2015-05-19,25.56,22.02,1.58,3.43,94.87
2015-05-20,26.13,22.22,0.56,3.87,94.94
2015-05-21,26.21,21.77,0.03,4.68,94.97
2015-05-22,26.68,21.58,0.09,3.78,94.97
2015-05-23,25.37,21.89,1.7,4.02,94.98
2015-05-24,25.41,21.27,0.93,4.23,94.99
2015-05-25,26.66,21.76,0.1,3.71,94.95
2015-05-26,26.43,21.94,0.02,4.44,94.94
2015-05-27,25.77,22.03,6.38,3.5,94.93
2015-05-28,24.51,18.94,3.21,3.05,94.87
2015-05-29,25.75,21.56,1.99,3.3,94.8
2015-05-30,26.78,21.95,3.83,2.92,94.82
2015-05-31,26.0,22.55,6.19,3.7,94.76
2015-06-01,25.02,21.9,2.3,3.63,94.75
2015-06-02,25.12,21.84,4.35,2.77,94.79
2015-06-03,24.89,22.26,2.41,1.75,94.7
2015-06-04,24.72,22.28,6.45,1.75,94.71
2015-06-05,24.5,21.87,6.7,2.34,94.82
2015-06-06,25.74,20.97,0.22,2.32,94.77
2015-06-07,25.54,21.4,2.46,3.91,94.76
2015-06-08,24.36,20.7,1.53,4.48,94.86
2015-06-09,24.61,21.02,0.78,3.56,94.87
2015-06-10,24.95,20.77,0.9,3.01,94.82
2015-06-11,24.75,21.64,7.85,3.98,94.79
2015-06-12,23.98,20.5,1.4,4.6,94.85
2015-06-13,24.75,20.89,3.53,4.3,94.76
2015-06-14,24.73,19.67,0.74,4.2,94.73
2015-06-15,24.26,19.54,3.57,4.46,94.75
2015-06-16,24.16,19.35,1.61,4.85,94.72
2015-06-17,23.75,20.12,3.11,5.08,94.67
2015-06-18,24.44,20.5,4.28,4.91,94.62
2015-06-19,24.85,21.41,5.86,6.15,94.65
2015-06-20,25.22,21.65,4.31,7.43,94.61
2015-06-21,24.57,21.91,10.4,7.46,94.67
2015-06-22,25.08,21.9,2.16,7.1,94.71
2015-06-23,25.04,22.35,8.63,6.37,94.78
2015-06-24,25.18,22.03,2.03,5.95,94.91
2015-06-25,24.75,22.37,4.49,6.25,94.88
2015-06-26,24.11,20.75,12.08,7.03,94.91
2015-06-27,24.76,21.51,2.16,7.25,94.84
2015-06-28,25.05,22.09,2.0,5.18,94.95
2015-06-29,24.82,21.98,4.79,4.68,95.09
2015-06-30,24.9,20.17,2.82,3.97,95.01
2015-07-01,25.23,21.59,0.96,3.89,95.03
2015-07-02,25.26,21.24,0.24,3.92,95.08
2015-07-03,25.44,21.52,0.38,4.17,95.06
2015-07-04,25.34,21.84,1.44,4.66,95.01
2015-07-05,25.51,21.55,0.79,4.86,94.88
2015-07-06,24.88,20.67,0.24,5.31,94.83
2015-07-07,23.9,20.51,0.25,4.55,94.78
2015-07-08,24.92,20.97,1.82,5.04,94.84
2015-07-09,25.45,21.39,1.8,5.08,94.89
2015-07-10,24.75,21.75,2.16,5.22,94.78
2015-07-11,24.99,21.9,1.97,5.39,94.77
2015-07-12,25.53,20.89,0.16,4.68,94.77
2015-07-13,25.39,20.92,0.36,4.02,94.75
2015-07-14,25.41,21.46,1.26,4.38,94.64
2015-07-15,24.95,21.48,1.75,5.24,94.53
2015-07-16,25.22,21.05,1.66,5.53,94.52
2015-07-17,23.94,20.54,6.25,6.98,94.65
2015-07-18,23.96,20.63,5.42,6.56,94.75
2015-07-19,23.23,19.83,5.57,5.75,94.81
2015-07-20,24.2,20.6,4.66,5.61,94.67
2015-07-21,24.46,21.41,2.6,4.82,94.68
2015-07-22,24.28,21.53,1.77,4.87,94.8
2015-07-23,24.15,20.41,3.88,4.94,94.88
2015-07-24,23.79,19.98,1.11,4.02,95.01
2015-07-25,23.39,19.84,1.36,4.34,94.97
2015-07-26,23.68,19.25,0.39,4.39,94.99
2015-07-27,24.37,19.32,0.64,3.31,95.03
2015-07-28,25.28,19.49,0.5,3.43,95.04
2015-07-29,24.64,20.03,0.69,3.69,95.0
2015-07-30,25.02,19.97,0.0,3.98,95.0
2015-07-31,25.25,20.29,0.03,3.89,94.96
2015-08-01,25.5,20.05,0.21,3.49,95.02
2015-08-02,24.11,20.05,1.62,3.02,95.07
2015-08-03,24.34,20.98,3.2,3.83,95.0
2015-08-04,25.14,20.41,1.73,4.87,94.95
2015-08-05,24.44,19.41,1.3,4.92,94.96
2015-08-06,24.69,20.31,0.66,4.51,94.85
2015-08-07,24.97,20.85,0.91,4.7,94.8
2015-08-08,25.4,20.88,3.3,4.57,94.8
2015-08-09,25.1,20.93,0.95,5.36,94.63
2015-08-10,24.86,20.95,2.4,5.82,94.6
2015-08-11,25.02,21.1,0.81,5.03,94.76
2015-08-12,25.12,21.02,1.45,4.7,94.86
2015-08-13,24.89,21.16,2.67,4.4,94.82
2015-08-14,25.49,20.69,0.67,4.21,94.8
2015-08-15,25.46,21.07,2.17,3.65,94.86
2015-08-16,24.64,21.5,13.23,2.91,94.91
2015-08-17,25.4,21.44,9.6,2.23,94.82
2015-08-18,26.37,21.66,1.87,1.45,94.84
2015-08-19,25.78,21.52,1.08,1.93,94.95
2015-08-20,25.91,21.11,0.49,3.58,95.03
2015-08-21,25.28,21.63,5.63,3.58,95.0
2015-08-22,24.74,20.49,8.16,3.32,94.96
2015-08-23,24.79,19.58,5.25,3.77,94.98
2015-08-24,24.85,19.43,1.04,3.4,95.0
2015-08-25,25.31,19.57,0.14,3.4,94.89
2015-08-26,24.9,20.15,0.05,4.03,94.83
2015-08-27,24.94,20.8,0.65,4.81,94.81
2015-08-28,25.49,20.15,0.11,4.21,94.89
2015-08-29,25.65,20.55,0.0,4.36,94.87
2015-08-30,26.18,20.37,0.0,4.06,94.89
